episode,length,total_reward,avg_q,exploration
442,7771,248.219911818772,73.597206,0.10975761006944523
443,7524,280.6295240507103,73.91217,0.10921155230790572
444,6327,268.6672044035395,73.93413,0.1086682112516475
445,16321,237.1309888038778,74.54871,0.10812757338472388
446,7980,208.41771632863882,72.48863,0.10758962525843173
447,8987,259.6467526717198,73.07341,0.10705435349097686
448,9576,266.53206398494035,72.787285,0.10652174476714117
449,18354,196.04638320327444,72.422485,0.10599178583795142
450,10222,208.25412194578632,73.26703,0.10546446352034969
451,12065,228.91860375609642,72.90602,0.10493976469686538
452,3325,274.8610883684589,72.732864,0.10441767631528895
453,13509,250.49716601674598,72.420456,0.10389818538834722
454,5130,264.22815097807677,73.68934,0.10338127899338033
455,4503,306.27589062623724,73.47288,0.10286694427202024
456,8797,225.28517409778712,72.929886,0.1023551684298709
457,10545,255.72448709195154,72.61251,0.10184593873618997
458,5871,288.8793029943799,73.29674,0.10133924252357211
459,5852,238.40260217237395,72.99461,0.10083506718763395
460,6593,255.56568021862162,73.3339,0.10033340018670046
461,4180,277.4302341847147,73.96371,0.09983422904149301
462,6764,233.85260172231617,74.23078,0.09933754133481892
463,6821,294.62073224493713,74.68788,0.09884332471126261
464,6441,238.94913250554058,74.54404,0.09835156687687824
465,3477,277.79795694870626,73.75902,0.09786225559888383
466,14535,215.86536387307171,73.909996,0.09737537870535705
467,6384,275.3564317775192,74.73106,0.0968909240849324
468,4598,266.06069200968625,74.01466,0.09640887968649992
469,7277,264.87170485884224,74.73753,0.0959292335189054
470,6118,270.1580821593131,74.68564,0.09545197365065214
471,5890,304.5332969747144,74.393875,0.09497708820960413
472,7828,225.74994010926366,74.05141,0.09450456538269068
473,5871,257.4963226119762,73.550674,0.09403439341561264
474,8778,263.7853381540068,74.045265,0.09356656061254989
475,8360,250.36652234236794,73.60378,0.09310105533587056
476,4655,263.867859110845,73.69582,0.09263786600584135
477,7923,299.73476542586786,72.98703,0.09217698110033967
478,6460,276.55181021476716,72.99967,0.09171838915456684
479,5111,261.84012610153707,72.72246,0.09126207876076303
480,7011,249.86823294788317,73.14249,0.09080803856792342
481,8645,227.5071159525636,72.283226,0.09035625728151585
482,6460,264.48904953530223,71.82643,0.08990672366319986
483,5396,250.16815649969982,72.011856,0.08945942653054714
484,5035,284.26066175658605,72.47597,0.08901435475676334
485,5985,279.24356577639367,71.88503,0.08857149727041129
486,5985,252.16112498798424,71.72141,0.08813084305513562
487,6213,301.92563387201164,72.82918,0.08769238114938868
488,4313,16.6477728185329,72.28111,0.08725610064615791
489,4142,-347.5058289055792,72.709335,0.08682199069269445
490,19000,142.81956614402978,73.25569,0.08639004049024324
491,6688,289.2325584122166,72.29732,0.08596023929377437
492,3097,18.90661982295167,72.12711,0.0855325764117158
493,4351,279.8561160294812,72.58122,0.08510704120568738
494,4731,266.3877664208326,72.83949,0.0846836230902362
495,5339,262.20683371946336,72.367,0.08426231153257335
496,2565,-8.698097869934472,72.722336,0.0838430960523118
497,4066,260.5217528951499,72.56225,0.08342596622120578
498,4313,14.654597614376058,72.878395,0.08301091166289133
499,7391,259.802193194177,73.46415,0.0825979220526282
500,10070,251.33479515495276,72.444725,0.08218698711704299
501,7866,278.57483761231225,72.20976,0.08177809663387363
502,3040,-338.05692374391236,72.29964,0.08137124043171506
